hvrecid,permitno,nocatch,nohrvrpt,harvdate,location,pots,soaktime,shrimp,keyid,keydate,year,comments,mailing,stat_area
123020,3515,0,0,8/18/2019,Flemming Island,3,24,7,ADFG WEB,12/2/2019,2019,,4,
123021,343,0,0,8/19/2019,main bay,3,24,1,ADFG WEB,12/2/2019,2019,,4,
123022,343,1,0,8/20/2019,main bay,3,24,0,ADFG WEB,12/2/2019,2019,,4,
123023,343,1,0,8/21/2019,main bay,3,24,0,ADFG WEB,12/2/2019,2019,,4,
123024,3182,0,0,8/22/2019,Blackstone Bay,3,8,2.5,ADFG WEB,12/2/2019,2019,,4,
123025,343,0,0,8/22/2019,main bay,3,24,1,ADFG WEB,12/2/2019,2019,,4,
123026,343,0,0,8/23/2019,main bay,3,24,0.5,ADFG WEB,12/2/2019,2019,,4,
123027,2442,0,0,8/24/2019,Port Nellie Juan,3,4,4,ADFG WEB,12/2/2019,2019,,4,
123028,343,0,0,8/24/2019,main bay,3,24,2,ADFG WEB,12/2/2019,2019,,4,
123029,343,0,0,8/25/2019,main bay,3,24,1,ADFG WEB,12/2/2019,2019,,4,
123030,343,0,0,8/26/2019,main bay,3,24,0.5,ADFG WEB,12/2/2019,2019,,4,
123031,3182,0,0,9/1/2019,Port Nellie Juan,3,8,1,ADFG WEB,12/2/2019,2019,,4,
123032,4313,1,0,9/6/2019,Prince william sound,2,6,0,ADFG WEB,12/2/2019,2019,,4,
123033,387,0,0,7/9/2019,WHITTIER NARROWS,3,24,2,slrenner,12/3/2019,2019,,0,
123034,387,0,0,7/10/2019,WHITTIER NARROWS,3,24,0.5,slrenner,12/3/2019,2019,,0,
123035,387,0,0,7/11/2019,WHITTIER NARROWS,3,24,0.5,slrenner,12/3/2019,2019,,0,
123036,387,0,0,7/28/2019,WHITTIER NARROWS,3,10,1,slrenner,12/3/2019,2019,,0,
123037,387,0,0,7/29/2019,WHITTIER NARROWS,3,24,1,slrenner,12/3/2019,2019,,0,
123038,387,0,0,7/30/2019,WHITTIER NARROWS,3,24,1,slrenner,12/3/2019,2019,,0,
123039,387,0,0,8/1/2019,WHITTIER NARROWS,3,24,0.5,slrenner,12/3/2019,2019,,0,
123040,387,0,0,8/2/2019,WHITTIER NARROWS,3,18,1,slrenner,12/3/2019,2019,,0,
123041,1150,0,0,5/7/2019,TONGUE POINT,3,48,1,slrenner,12/3/2019,2019,,4,
123042,1150,0,0,5/9/2019,TONGUE POINT,3,48,0.5,slrenner,12/3/2019,2019,,4,
123043,1150,0,0,5/12/2019,TONGUE POINT,3,72,1,slrenner,12/3/2019,2019,,4,
123044,1150,0,0,5/22/2019,TONGUE POINT,3,24,1,slrenner,12/3/2019,2019,,4,
123045,1150,0,0,5/24/2019,TONGUE POINT,3,48,1,slrenner,12/3/2019,2019,,4,
123046,1150,1,0,5/26/2019,7 MILE BEACH,3,48,0,slrenner,12/3/2019,2019,,4,
123047,1150,1,0,5/28/2019,7 MILE BEACH,3,48,0,slrenner,12/3/2019,2019,,4,
123048,1150,1,0,6/18/2019,7 MILE BEACH,3,0,0,slrenner,12/3/2019,2019,,4,
123049,1150,0,0,6/23/2019,7 MILE BEACH,3,0,1,slrenner,12/3/2019,2019,,4,
123050,1150,0,0,6/25/2019,7 MILE BEACH,3,48,1,slrenner,12/3/2019,2019,,4,
123051,318,0,0,7/7/2019,BEHING GLACIER ISLAND,3,18,1,slrenner,12/3/2019,2019,,0,
123052,318,0,0,7/9/2019,BEHING GLACIER ISLAND,3,12,1,slrenner,12/3/2019,2019,,0,
123053,318,0,0,7/13/2019,BEHING GLACIER ISLAND,3,24,1.5,slrenner,12/3/2019,2019,,0,
123054,318,0,0,7/20/2019,BEHING GLACIER ISLAND,3,12,1,slrenner,12/3/2019,2019,,0,
123055,318,0,0,7/23/2019,GALENA BAY,3,12,0.5,slrenner,12/3/2019,2019,,0,
123056,318,0,0,8/4/2019,BEHING GLACIER ISLAND,3,12,1,slrenner,12/3/2019,2019,,0,
123057,318,0,0,8/13/2019,BEHING GLACIER ISLAND,2,24,1,slrenner,12/3/2019,2019,,0,
123058,318,0,0,8/22/2019,SAWMILL BAY,3,12,1.5,slrenner,12/3/2019,2019,,0,
123059,318,0,0,9/6/2019,UNAKWIK,3,24,1,slrenner,12/3/2019,2019,,0,
123060,318,0,0,9/7/2019,UNAKWIK,3,24,2,slrenner,12/3/2019,2019,,0,
123061,2708,0,0,6/18/2019,COCHRANE BAY,3,0,1.5,slrenner,12/3/2019,2019,,0,
123062,2708,0,0,6/19/2019,COCHRANE BAY,3,0,2,slrenner,12/3/2019,2019,,0,
123063,2708,0,0,7/4/2019,COCHRANE BAY,3,12,0.5,slrenner,12/3/2019,2019,,0,
123064,2708,0,0,7/4/2019,MCCLURE,3,12,0.2,slrenner,12/3/2019,2019,,0,
123065,2708,0,0,8/15/2019,WHITTIER,3,99,1.5,slrenner,12/3/2019,2019,,0,
123066,2708,0,0,8/16/2019,COCHRANE BAY,3,18,1,slrenner,12/3/2019,2019,,0,
123067,2708,0,0,8/17/2019,COCHRANE BAY,3,12,1,slrenner,12/3/2019,2019,,0,
123068,1805,0,0,6/9/2019,BLACKSTONE,3,5,2.5,slrenner,12/3/2019,2019,,0,
123069,1805,0,0,6/13/2019,HERRING BAY,3,24,2.5,slrenner,12/3/2019,2019,,0,
123070,1805,0,0,6/14/2019,BLACKSTONE,3,17,5,slrenner,12/3/2019,2019,,0,
123071,1805,0,0,6/24/2019,BLACKSTONE,3,7,2,slrenner,12/3/2019,2019,,0,
123072,1805,0,0,7/21/2019,BLACKSTONE,3,60,7,slrenner,12/3/2019,2019,,0,
123073,1805,0,0,8/3/2019,ICY BAY,3,72,9,slrenner,12/3/2019,2019,,0,
123074,1805,0,0,8/4/2019,LOWER HERRING BAY,3,22,0.5,slrenner,12/3/2019,2019,,0,
123075,3971,0,0,8/4/2019,PASSAGE CANAL,3,96,2,slrenner,12/3/2019,2019,,0,
123076,3971,0,0,8/10/2019,PASSAGE CANAL,3,48,2,slrenner,12/3/2019,2019,,0,
123077,3971,0,0,8/18/2019,PASSAGE CANAL,3,72,2,slrenner,12/3/2019,2019,,0,
123078,3971,0,0,8/27/2019,PASSAGE CANAL,3,48,2,slrenner,12/3/2019,2019,,0,
123079,3971,0,0,9/10/2019,PASSAGE CANAL,3,72,0.5,slrenner,12/3/2019,2019,,0,
123080,1022,0,0,7/15/2019,MAIN BAY,3,12,2,slrenner,12/3/2019,2019,,0,
123081,1022,0,0,7/18/2019,MAIN BAY,3,24,5,slrenner,12/3/2019,2019,,0,
123082,1022,0,0,7/23/2019,MAIN BAY,3,24,3,slrenner,12/3/2019,2019,,0,
123083,1022,0,0,8/1/2019,MAIN BAY,3,48,2,slrenner,12/3/2019,2019,,0,
123084,1808,0,0,6/23/2019,COCHRANE BAY,1,26,0.25,slrenner,12/3/2019,2019,,0,
123085,1808,0,0,6/23/2019,PERRY,2,5,0.25,slrenner,12/3/2019,2019,,0,
123086,1808,0,0,6/30/2019,CULROSS PASSAGE,1,28,0.15,slrenner,12/3/2019,2019,,0,
123087,1808,0,0,6/30/2019,WHITTIER CANAL,2,28,0.25,slrenner,12/3/2019,2019,,0,
123088,1877,0,0,5/17/2019,BLACKSTONE,3,12,5,slrenner,12/3/2019,2019,,0,
123089,1877,0,0,5/18/2019,BLACKSTONE,3,12,2,slrenner,12/3/2019,2019,,0,
123090,1877,0,0,6/15/2019,BLACKSTONE,3,12,1,slrenner,12/3/2019,2019,,0,
123091,1877,0,0,6/28/2019,BLACKSTONE,3,12,1,slrenner,12/3/2019,2019,,0,
123092,1877,1,0,6/29/2019,BLACKSTONE,3,12,0,slrenner,12/3/2019,2019,,0,
123104,1498,0,0,5/3/2019,Port wells,3,4,2.5,ADFG WEB,12/3/2019,2019,,4,
123105,1498,0,0,5/4/2019,Port wells,3,24,8.5,ADFG WEB,12/3/2019,2019,,4,
123106,1498,0,0,5/5/2019,Port wells,3,16,8,ADFG WEB,12/3/2019,2019,,4,
123107,1498,0,0,5/6/2019,Port wells,3,16,4,ADFG WEB,12/3/2019,2019,,4,
123108,3,0,0,5/11/2019,cochrane bay,3,10,2,ADFG WEB,12/3/2019,2019,,4,
123109,1187,0,0,5/16/2019,Main Bay,4,24,2,ADFG WEB,12/3/2019,2019,,4,
123110,1187,0,0,5/17/2019,main bay,4,24,3,ADFG WEB,12/3/2019,2019,,4,
123111,1187,0,0,5/18/2019,main bay,4,24,3,ADFG WEB,12/3/2019,2019,,4,
123112,2069,0,0,5/18/2019,Ester Island,3,12,1,ADFG WEB,12/3/2019,2019,,4,
123113,1187,0,0,5/19/2019,main bay,4,24,3,ADFG WEB,12/3/2019,2019,,4,
123114,2069,0,0,5/19/2019,Ester Island,3,10,2,ADFG WEB,12/3/2019,2019,,4,
123115,1187,0,0,5/24/2019,main bay,4,24,3.5,ADFG WEB,12/3/2019,2019,,4,
123116,1187,0,0,5/25/2019,main bay,4,24,4,ADFG WEB,12/3/2019,2019,,4,
123117,2069,0,0,5/25/2019,Port Wells,3,14,4,ADFG WEB,12/3/2019,2019,,4,
123118,1187,0,0,5/26/2019,main bay,4,24,4,ADFG WEB,12/3/2019,2019,,4,
123119,2069,0,0,5/26/2019,Port Wells,3,11,2,ADFG WEB,12/3/2019,2019,,4,
123120,2599,0,0,5/26/2019,Blackstone bay,3,24,3,ADFG WEB,12/3/2019,2019,,4,
123121,3,0,0,6/1/2019,Knight Island,3,7,0.5,ADFG WEB,12/3/2019,2019,,4,
123122,3,1,0,6/1/2019,Shelter Bay,3,5,0,ADFG WEB,12/3/2019,2019,,4,
123123,3,0,0,6/2/2019,Blackstone Bay,3,8,6,ADFG WEB,12/3/2019,2019,,4,
123124,3,0,0,6/3/2019,Blackstone Bay,3,16,5,ADFG WEB,12/3/2019,2019,,4,
123125,2012,0,0,6/4/2019,Valdez narrows,3,48,5,ADFG WEB,12/3/2019,2019,,4,
123126,3,0,0,6/4/2019,Blackstone Bay,3,24,5,ADFG WEB,12/3/2019,2019,,4,
123127,2012,0,0,6/5/2019,Valdez narrows,3,24,2,ADFG WEB,12/3/2019,2019,,4,
123128,3,0,0,6/5/2019,Blackstone Bay,3,24,6,ADFG WEB,12/3/2019,2019,,4,
123129,2599,0,0,6/6/2019,Blackstone bay,3,25,3,ADFG WEB,12/3/2019,2019,,4,
123130,3,0,0,6/6/2019,Blackstone Bay,3,24,6,ADFG WEB,12/3/2019,2019,,4,
123131,3,0,0,6/7/2019,Blackstone Bay,3,24,6,ADFG WEB,12/3/2019,2019,,4,
123132,3,0,0,6/8/2019,Blackstone Bay,3,18,7,ADFG WEB,12/3/2019,2019,,4,
123133,3,0,0,6/9/2019,Blackstone Bay,3,15,7.5,ADFG WEB,12/3/2019,2019,,4,
123134,3,0,0,6/10/2019,Blackstone Bay,3,20,3,ADFG WEB,12/3/2019,2019,,4,
123135,3,0,0,6/11/2019,Blackstone Bay,3,24,3,ADFG WEB,12/3/2019,2019,,4,
123136,3,0,0,6/13/2019,Blackstone Bay,3,48,5,ADFG WEB,12/3/2019,2019,,4,
123137,3,0,0,6/14/2019,Blackstone Bay,3,24,6,ADFG WEB,12/3/2019,2019,,4,
123138,3,0,0,6/15/2019,Blackstone Bay,3,18,9,ADFG WEB,12/3/2019,2019,,4,
123139,2599,0,0,6/16/2019,Blackstone bay,3,24,3,ADFG WEB,12/3/2019,2019,,4,
123140,3,0,0,6/16/2019,Blackstone Bay,3,18,3,ADFG WEB,12/3/2019,2019,,4,
123141,3,0,0,6/24/2019,Blackstone Bay,3,24,5,ADFG WEB,12/3/2019,2019,,4,
123142,3,0,0,6/25/2019,Blackstone Bay,3,24,3,ADFG WEB,12/3/2019,2019,,4,
123143,3,0,0,6/26/2019,Blackstone Bay,3,24,4,ADFG WEB,12/3/2019,2019,,4,
123144,3,0,0,6/27/2019,Blackstone Bay,3,24,3,ADFG WEB,12/3/2019,2019,,4,
123145,2069,0,0,7/2/2019,Ester Island,3,14,2,ADFG WEB,12/3/2019,2019,,4,
123146,2012,0,0,7/5/2019,Valdez narrows,3,24,3,ADFG WEB,12/3/2019,2019,,4,
123147,2012,0,0,7/6/2019,South of potato point,3,24,3,ADFG WEB,12/3/2019,2019,,4,
123148,2069,0,0,7/7/2019,Port Wells,3,12,3,ADFG WEB,12/3/2019,2019,,4,
123149,2069,0,0,7/13/2019,Unakwik,3,10,2.5,ADFG WEB,12/3/2019,2019,,4,
123150,2069,0,0,7/14/2019,Unakwik,3,12,3.5,ADFG WEB,12/3/2019,2019,,4,
123151,2069,0,0,7/15/2019,Unakwik,3,8,3,ADFG WEB,12/3/2019,2019,,4,
123152,3588,1,0,7/15/2019,Valdez Arm,3,12,0,ADFG WEB,12/3/2019,2019,,4,
123153,3,1,0,7/19/2019,Main Bay,3,4,0,ADFG WEB,12/3/2019,2019,,4,
123154,3,0,0,7/20/2019,Crafton Island,3,6,0.5,ADFG WEB,12/3/2019,2019,,4,
123155,3,1,0,7/20/2019,Main Bay,3,10,0,ADFG WEB,12/3/2019,2019,,4,
123156,3,0,0,7/21/2019,Blackstone Bay,3,14,4,ADFG WEB,12/3/2019,2019,,4,
123157,2069,0,0,7/29/2019,Unakwik,3,12,3,ADFG WEB,12/3/2019,2019,,4,
123158,2069,0,0,7/30/2019,Unakwik,3,10,4,ADFG WEB,12/3/2019,2019,,4,
123159,1709,0,0,6/1/2019,ESTER ISLAND,3,12,3,nlellickson,12/4/2019,2019,,0,
123160,1709,0,0,9/10/2019,PORT NELLIE JUAN,3,12,2,nlellickson,12/4/2019,2019,,0,
123161,210,0,0,6/29/2019,ZOAN PASSAGE,3,12,1.2,slrenner,12/4/2019,2019,,0,
123162,210,0,0,6/30/2019,JOAN PASSAGE,3,15,0.4,slrenner,12/4/2019,2019,,0,
123163,210,0,0,7/1/2019,ESHAMY BAY OUTSIDE MAIN BAY,3,12,2,slrenner,12/4/2019,2019,,0,
123164,210,0,0,7/7/2019,ELENOR ISLAND,3,12,2,slrenner,12/4/2019,2019,,0,
123165,210,0,0,7/21/2019,ESHAMY DISTRICT,3,12,0.01,slrenner,12/4/2019,2019,,0,
123166,210,0,0,8/4/2019,NORTH SIDE ELENOR ISLAND,3,12,0.05,slrenner,12/4/2019,2019,,0,
123167,902,0,0,7/18/2019,PASSAGE CANAL,3,8,0.5,slrenner,12/4/2019,2019,,0,
123168,902,0,0,7/19/2019,PASSAGE CANAL,3,8,0.5,slrenner,12/4/2019,2019,,0,
123169,902,0,0,8/9/2019,ESTHER ROCK,3,12,0.5,slrenner,12/4/2019,2019,,0,
123170,902,0,0,8/10/2019,MCCLURE BAY,3,12,0.5,slrenner,12/4/2019,2019,,0,
123171,902,0,0,8/18/2019,ESTHER ROCK,3,12,0.5,slrenner,12/4/2019,2019,,0,
123172,902,0,0,8/20/2019,PIGOT BAY,3,14,1,slrenner,12/4/2019,2019,,0,
123173,3236,0,0,7/5/2019,JACK BAY,3,14,1,slrenner,12/4/2019,2019,,0,
123174,3236,0,0,7/6/2019,JACK BAY,3,43,1.5,slrenner,12/4/2019,2019,,0,
123175,3236,1,0,8/2/2019,NAKED ISLAND,3,18,0,slrenner,12/4/2019,2019,,0,
123176,3236,0,0,8/3/2019,JACK BAY,3,18,0.25,slrenner,12/4/2019,2019,,0,
123177,3236,1,0,8/24/2019,JACK BAY,3,23,0,slrenner,12/4/2019,2019,,0,
123178,3236,0,0,9/14/2019,JACK BAY,3,22,1,slrenner,12/4/2019,2019,,0,
123183,1731,0,0,6/18/2019,eshamy Bay,3,24,1,ADFG WEB,12/4/2019,2019,,4,
123184,1731,0,0,6/19/2019,eshamy bay,3,24,2,ADFG WEB,12/4/2019,2019,,4,
123185,909,0,0,6/20/2019,Colross Bay,3,4,1,ADFG WEB,12/4/2019,2019,,4,
123186,909,0,0,6/21/2019,Pigot Bay,3,6,2,ADFG WEB,12/4/2019,2019,,4,
123187,2893,0,0,6/22/2019,Derrickson Bay,3,22,3,ADFG WEB,12/4/2019,2019,,4,
123188,909,0,0,6/22/2019,Pigot Bay,3,6,2,ADFG WEB,12/4/2019,2019,,4,
123189,1731,0,0,6/23/2019,eshamy bay,3,36,5.5,ADFG WEB,12/4/2019,2019,,4,
123190,2893,0,0,6/23/2019,Derrickson Bay,3,16,2.5,ADFG WEB,12/4/2019,2019,,4,
123191,1731,0,0,6/24/2019,eshamy bay,3,24,0.5,ADFG WEB,12/4/2019,2019,,4,
123192,568,0,0,7/1/2019,Prince William Sound,3,4,1,ADFG WEB,12/4/2019,2019,,4,
123193,909,0,0,7/1/2019,Squirrel Cove area,3,3,0.5,ADFG WEB,12/4/2019,2019,,4,
123194,1150,0,0,7/4/2019,Jacks Bay,4,24,0.5,ADFG WEB,12/4/2019,2019,,4,
123195,1150,0,0,7/5/2019,Jacks Bay,4,24,0.75,ADFG WEB,12/4/2019,2019,,4,
123196,1150,0,0,7/6/2019,Jacks Bay,4,24,0.75,ADFG WEB,12/4/2019,2019,,4,
123197,909,0,0,7/8/2019,Pigot Bay,3,6,2,ADFG WEB,12/4/2019,2019,,4,
123198,909,0,0,7/10/2019,Pigot Bay,3,12,2,ADFG WEB,12/4/2019,2019,,4,
123199,568,0,0,7/13/2019,Prince William Sound,6,4,2,ADFG WEB,12/4/2019,2019,,4,
123200,3642,0,0,7/19/2019,Long passage,3,24,2,ADFG WEB,12/4/2019,2019,,4,
123201,3642,0,0,7/20/2019,Long passage,3,24,1,ADFG WEB,12/4/2019,2019,,4,
123202,2893,0,0,7/22/2019,Shelter Bay,3,24,4.5,ADFG WEB,12/4/2019,2019,,4,
123203,2893,0,0,7/23/2019,Shelter Bay,3,16,2.5,ADFG WEB,12/4/2019,2019,,4,
123204,2893,0,0,7/24/2019,Shelter Bay,3,8,2,ADFG WEB,12/4/2019,2019,,4,
123205,2893,0,0,7/25/2019,Shelter Bay,3,16,2.5,ADFG WEB,12/4/2019,2019,,4,
123206,568,0,0,7/26/2019,Prince William Sound,6,4,2,ADFG WEB,12/4/2019,2019,,4,
123207,909,0,0,8/12/2019,Billings,3,3,1,ADFG WEB,12/4/2019,2019,,4,
123208,909,0,0,8/15/2019,Billings,3,4,0.5,ADFG WEB,12/4/2019,2019,,4,
123209,909,0,0,8/19/2019,Trinity Point,3,4,1,ADFG WEB,12/4/2019,2019,,4,
123210,2496,0,0,6/7/2019,BLACKSTONE BAY,3,24,3,nlellickson,12/5/2019,2019,,0,486033
123211,2496,0,0,6/9/2019,BLACKSTONE BAY,3,48,4,nlellickson,12/5/2019,2019,,0,486033
123212,2496,0,0,6/11/2019,BLACKSTONE,3,48,4,nlellickson,12/5/2019,2019,,0,486033
123213,3307,0,0,6/17/2019,ESTHER,3,24,0.5,nlellickson,12/5/2019,2019,,1,
123214,2578,0,0,6/2/2019,BAY OF ISLES,4,24,5,nlellickson,12/5/2019,2019,,1,476007
123215,2578,0,0,6/9/2019,BAY OF ISLES,4,48,8,nlellickson,12/5/2019,2019,,1,476007
123216,2578,0,0,6/11/2019,BAY OF ISLES,4,48,10,nlellickson,12/5/2019,2019,,1,476007
123217,2578,0,0,6/16/2019,BAY OF ISLES,4,24,6,nlellickson,12/5/2019,2019,,1,476007
123218,2578,0,0,6/19/2019,BAY OF ISLES,4,72,12,nlellickson,12/5/2019,2019,,1,476007
123219,2578,0,0,7/5/2019,BAY OF ISLES,4,48,12,nlellickson,12/5/2019,2019,,1,476007
123220,2578,0,0,7/12/2019,BAY OF ISLES,4,24,6,nlellickson,12/5/2019,2019,,1,476007
123221,2895,0,0,6/20/2019,ESHAMY BAY,3,48,5,nlellickson,12/5/2019,2019,,1,476006
123222,2895,0,0,6/27/2019,PORT WELLS/BETTLES BAY,3,15,4.5,nlellickson,12/5/2019,2019,,1,486034
123223,2895,0,0,7/3/2019,CULROSS PASSAGE,3,96,7,nlellickson,12/5/2019,2019,,1,486033
123224,456,0,0,6/1/2019,PIGOT BAY,3,7,2,slrenner,12/5/2019,2019,,0,
123225,456,0,0,6/8/2019,PIGOT BAY,3,12,3,slrenner,12/5/2019,2019,,0,
123226,456,0,0,6/9/2019,PIGOT BAY,2,10,1,slrenner,12/5/2019,2019,,0,
123227,456,0,0,7/31/2019,PIGOT BAY,3,48,4.5,slrenner,12/5/2019,2019,,0,
123228,456,0,0,8/29/2019,PIGOT BAY,3,72,4,slrenner,12/5/2019,2019,,0,
123229,456,0,0,9/15/2019,PIGOT BAY,3,84,1,slrenner,12/5/2019,2019,,0,
123230,2895,0,0,7/20/2019,BALD HEAD CHRIS ISLAND,3,60,8.5,nlellickson,12/5/2019,2019,,1,476033
123231,117,0,0,8/7/2019,SAWMILL BAY,3,24,0.5,slrenner,12/5/2019,2019,,0,
123232,117,0,0,8/8/2019,SAWMILL BAY,2,24,0.5,slrenner,12/5/2019,2019,,0,
123233,117,0,0,8/10/2019,SAWMILL BAY,3,24,0.5,slrenner,12/5/2019,2019,,0,
123234,117,0,0,8/11/2019,SAWMILL BAY,3,24,0.5,slrenner,12/5/2019,2019,,0,
123235,117,0,0,8/13/2019,SAWMILL BAY,3,24,1,slrenner,12/5/2019,2019,,0,
123236,117,0,0,8/14/2019,SAWMILL BAY,3,24,0.5,slrenner,12/5/2019,2019,,0,
123237,2895,0,0,7/26/2019,ESHAMY/FOUL BAY,3,60,5.5,nlellickson,12/5/2019,2019,,1,476006
123238,2895,0,0,7/29/2019,ESHAMY,3,24,4.5,nlellickson,12/5/2019,2019,,1,476006
123239,3115,0,0,6/15/2019,ICY BAY,2,24,1,nlellickson,12/5/2019,2019,,1,486005
123240,1514,0,0,5/31/2019,COCHRANE BAY,3,20,2,slrenner,12/5/2019,2019,,0,
123241,1514,0,0,6/14/2019,COCHRANE BAY,3,19,1,slrenner,12/5/2019,2019,,0,
123242,1514,0,0,7/4/2019,COCHRANE BAY,3,20,2,slrenner,12/5/2019,2019,,0,
123243,1514,0,0,7/19/2019,COCHRANE BAY,3,15,1,slrenner,12/5/2019,2019,,0,
123244,1931,0,0,5/5/2019,CULROSS PASSAGE,3,12,7,slrenner,12/5/2019,2019,,0,
123245,1931,0,0,6/1/2019,CULROSS PASSAGE,3,12,5,slrenner,12/5/2019,2019,,0,
123246,1931,0,0,7/20/2019,CULROSS PASSAGE,3,12,3,slrenner,12/5/2019,2019,,0,
123247,1931,0,0,7/21/2019,ESTHER PASSAGE,3,24,4,slrenner,12/5/2019,2019,,0,
123248,1931,0,0,8/26/2019,CULLROSS PASSAGE,3,48,3,slrenner,12/5/2019,2019,,0,
123249,2173,0,0,5/24/2019,PORT WELLS,3,6,7,slrenner,12/5/2019,2019,,0,
123250,2173,0,0,5/25/2019,PORT WELLS,3,12,7,slrenner,12/5/2019,2019,,0,
123251,2173,0,0,6/5/2019,PORT WELLS,3,5,7,slrenner,12/5/2019,2019,,0,
123252,2173,0,0,6/6/2019,PORT WELLS,3,12,10,slrenner,12/5/2019,2019,,0,
123253,2173,0,0,7/8/2019,PORT WELLS,3,4,5,slrenner,12/5/2019,2019,,0,
123254,2173,0,0,7/7/2019,PORT WELLS,3,18,15,slrenner,12/5/2019,2019,2 pulls,0,
123255,1923,0,0,5/25/2019,SHOTGUN COVE,3,8,2,slrenner,12/5/2019,2019,,0,
123256,1923,0,0,5/26/2019,SHOTGUN COVE,3,10,2,slrenner,12/5/2019,2019,,0,
123257,1923,0,0,5/27/2019,SHOTGUN COVE,3,6,1.5,slrenner,12/5/2019,2019,,0,
123258,1923,0,0,7/5/2019,SHOTGUN COVE,3,10,1.5,slrenner,12/5/2019,2019,,0,
123259,1923,0,0,7/6/2019,SHOTGUN COVE,3,12,2,slrenner,12/5/2019,2019,,0,
123260,1923,0,0,9/14/2019,DRIER BAY,3,8,2,slrenner,12/5/2019,2019,,0,
123261,1923,0,0,9/15/2019,DRIER BAY,3,10,2,slrenner,12/5/2019,2019,,0,
123262,414,0,0,6/2/2019,MOUTH OF SHOTGUN COVE,3,72,2,slrenner,12/5/2019,2019,,0,
123263,414,0,0,6/22/2019,MOUTH OF SHOTGUN COVE,3,96,1.5,slrenner,12/5/2019,2019,,0,
123264,414,0,0,6/30/2019,MOUTH OF SHOTGUN COVE,3,72,2,slrenner,12/5/2019,2019,,0,
123265,414,0,0,7/7/2019,MOUTH OF SHOTGUN COVE,3,72,1.5,slrenner,12/5/2019,2019,,0,
123266,414,0,0,7/21/2019,MOUTH OF SHOTGUN COVE,3,48,1,slrenner,12/5/2019,2019,,0,
123267,414,0,0,7/26/2019,MOUTH OF SHOTGUN COVE,3,120,1,slrenner,12/5/2019,2019,,0,
123268,414,0,0,8/18/2019,ESTHER PASSAGE,3,48,2,slrenner,12/5/2019,2019,,0,
123269,582,0,0,7/10/2019,DUTCH GROUP,3,12,1,slrenner,12/5/2019,2019,,0,
123270,582,0,0,7/11/2019,BLACKSTONE,3,6,1,slrenner,12/5/2019,2019,,0,
123271,582,0,0,7/13/2019,BLACKSTONE,3,12,1,slrenner,12/5/2019,2019,,0,
123272,582,0,0,8/22/2019,BLACKSTONE,3,5,1,slrenner,12/5/2019,2019,,0,
123273,550,0,0,6/24/2019,WHALE BAY,3,7,1,slrenner,12/5/2019,2019,,0,
123274,550,0,0,6/25/2019,WHALE BAY,3,10,1,slrenner,12/5/2019,2019,,0,
123275,550,0,0,7/2/2019,LUCKY BAY,3,14,1,slrenner,12/5/2019,2019,,0,
123276,550,0,0,7/3/2019,DRIER BAY,3,18,0.3,slrenner,12/5/2019,2019,,0,
123277,550,0,0,9/11/2019,WHALE BAY,3,12,0.5,slrenner,12/5/2019,2019,,0,
123278,550,0,0,9/12/2019,ICY BAY,3,24,2,slrenner,12/5/2019,2019,,0,
123279,550,0,0,9/13/2019,IKTUA BAY,3,16,1,slrenner,12/5/2019,2019,,0,
123280,365,0,0,4/15/2019,WHITTIER BAY,4,8,1,slrenner,12/5/2019,2019,,0,
123281,365,0,0,4/16/2019,WHITTIER BAY,4,48,2,slrenner,12/5/2019,2019,,0,
123282,365,0,0,5/24/2019,PIGOT POINT,2,34,3,slrenner,12/5/2019,2019,2 pulls,0,
123283,365,0,0,5/25/2019,PIGOT POINT,2,32,3,slrenner,12/5/2019,2019,2 pulls,0,
123284,365,0,0,6/14/2019,WHITTIER BAY,4,8,1,slrenner,12/5/2019,2019,,0,
123285,365,0,0,6/15/2019,WHITTIER BAY,4,22,0.1,slrenner,12/5/2019,2019,,0,
123286,4032,0,0,8/7/2019,UNAKWIK,3,24,1,slrenner,12/5/2019,2019,,0,
123287,4032,0,0,8/8/2019,UNAKWIK BAY,3,24,2,slrenner,12/5/2019,2019,,0,
123288,4032,0,0,8/9/2019,UNAKWIK BAY,3,24,2,slrenner,12/5/2019,2019,,0,
123289,4032,0,0,8/10/2019,UNAKWIK BAY,3,24,1,slrenner,12/5/2019,2019,,0,
123290,4032,0,0,8/11/2019,UNAKWIK BAY,3,24,2,slrenner,12/5/2019,2019,,0,
123291,4032,0,0,8/12/2019,UNAKWIK BAY,3,24,1,slrenner,12/5/2019,2019,,0,
123292,4032,0,0,8/13/2019,RAGGED BAY,3,24,1,slrenner,12/5/2019,2019,,0,
123293,3235,0,0,6/29/2019,SOUTH CULROSS PASS,3,7,1,slrenner,12/5/2019,2019,,0,
123294,3235,0,0,6/30/2019,SOUTH CULROSS PASS,3,12,2,slrenner,12/5/2019,2019,,0,
123295,3235,0,0,7/1/2019,ESTHER PASSAGE,3,12,2,slrenner,12/5/2019,2019,,0,
123296,3235,0,0,7/13/2019,SOUTH CULROSS PASS,3,18,3,slrenner,12/5/2019,2019,,0,
123297,3235,0,0,7/18/2019,GOLD CREEK,1,12,1,slrenner,12/5/2019,2019,,0,
123298,3235,0,0,7/18/2019,VALDEZ NARROWS,2,12,1,slrenner,12/5/2019,2019,,0,
